day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.last14days,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.used.todate,vaccination.delivered.todate,state.recovered.todate,region.lj.todate,region.ce.todate,region.ms.todate,region.nm.todate,region.mb.todate,region.kr.todate,region.sg.todate,region.po.todate,region.za.todate,region.kp.todate,region.ng.todate,region.kk.todate,region.foreign.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate
346,2021-02-06,F7,470691,1846,94796,199,465762,1846,94771,199,4929,0,25,0,94796,199,4147,7873,83999,86923,3439,,,91357,594,2,2,8534,,2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2021-02-07,F7,471414,726,94871,75,466485,726,94846,75,4929,0,25,0,94871,75,4159,6486,85439,88385,3439,,,91432,603,2,2,8559,,2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2021-02-08,F7,474280,2863,95347,476,469351,2863,95322,476,4929,0,25,0,95347,476,4191,6546,85846,88801,3439,,,91908,594,2,2,8585,,2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2021-02-09,F7,476725,2445,95736,389,471796,2445,95711,389,4929,0,25,0,95736,389,4186,5933,86844,89803,3439,,,92297,595,2,2,8613,,2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2021-02-10,F7,479430,2705,96151,416,474501,2705,96126,416,4929,0,25,0,96151,416,4266,6063,87122,90088,3439,,,92712,590,2,2,8646,,2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2021-02-11,F7,482026,2596,96515,367,477097,2596,96490,367,4929,0,25,0,96515,367,4331,6220,87324,90295,3439,,,93076,593,2,2,8667,,2971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2021-02-12,F7,485147,3121,96872,357,480218,3121,96847,357,4929,0,25,0,96872,357,4363,6450,87446,90422,3439,,,93433,580,2,2,8688,,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2021-02-13,F7,486961,1814,97050,180,482032,1814,97025,180,4929,0,25,0,97050,180,4368,6409,87652,90641,3439,,,93611,588,12,12,8704,,2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2021-02-14,F7,487716,755,97098,51,482787,755,97073,51,4929,0,25,0,97098,51,4358,6140,87960,90958,3439,,,93659,630,12,12,8748,,2998,0,0,0,0,0,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2021-02-15,F7,489991,2275,97456,358,485062,2275,97431,358,4929,0,25,0,97456,358,4309,6152,88301,91304,3439,,,94017,647,12,12,8782,,3003,0,0,0,0,0,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2021-02-16,F7,492374,2383,97801,347,487445,2383,97776,347,4929,0,25,0,97801,347,4306,6322,88469,91479,3439,,,94362,654,12,12,8814,,3010,0,0,0,0,0,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2021-02-17,F7,494719,2345,98169,373,489790,2345,98144,373,4929,0,25,0,98169,373,4306,6373,88778,91796,3439,,,94730,656,12,12,8846,,3018,202,202,0,0,202,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2021-02-18,F7,497268,2549,98582,415,492339,2549,98557,415,4929,0,25,0,98582,415,4407,6523,89022,92059,3439,,,95143,674,12,12,8883,,3037,251,453,0,0,453,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2021-02-19,F7,500551,3283,99031,449,495622,3283,99006,449,4929,0,25,0,99031,449,4452,6735,89249,92296,3439,,,95592,660,12,12,8900,,3047,199,652,0,0,652,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2021-02-20,F7,502711,2160,99279,254,497782,2160,99254,254,4929,0,25,0,99279,254,4507,6816,89400,92463,3439,,,95840,660,18,18,8916,,3063,112,764,0,0,764,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2021-02-21,F7,503565,854,99408,129,498636,854,99383,129,4929,0,25,0,99408,129,4561,6590,89742,92818,3439,,,95969,661,18,18,8939,,3076,0,764,0,0,764,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2021-02-22,F7,506378,2813,99907,509,501449,2813,99882,509,4929,0,25,0,99907,509,4594,6726,90096,93181,3439,,,96468,700,18,18,8991,,3085,391,1155,0,0,1155,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2021-02-23,F7,509720,3342,100632,725,504791,3342,100607,725,4929,0,25,0,100632,725,4930,7223,90311,93409,3439,,,97193,707,18,18,9021,,3098,355,1510,0,0,1510,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2021-02-24,F7,512692,2972,101208,582,507763,2972,101183,582,4929,0,25,0,101208,582,5096,7412,90685,93796,3439,,,97769,713,18,18,9052,,3111,0,1510,0,0,1510,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2021-02-25,F7,516169,3477,101761,554,511240,3477,101736,554,4929,0,25,0,101761,554,5283,7747,90895,94014,3439,,,98322,717,18,18,9083,,3119,167,1677,0,0,1677,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2021-02-26,F7,519985,3816,102482,721,515056,3816,102457,721,4929,0,25,0,102482,721,5647,8290,91066,94192,3439,,,99043,711,18,18,9115,,3126,0,1677,0,0,1677,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2021-02-27,F7,522518,2533,102786,305,517589,2533,102761,305,4929,0,25,0,102786,305,5772,8416,91233,94370,3439,,,99347,709,5,5,9138,,3137,723,2400,0,0,2400,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2021-02-28,F7,523726,1208,103020,234,518797,1208,102995,234,4929,0,25,0,103020,234,5955,8369,91507,94651,3439,,,99581,706,5,5,9174,,3144,0,2400,0,0,2400,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2021-03-01,F7,526870,3144,103741,726,521941,3144,103716,726,4929,0,25,0,103741,726,6323,8715,91875,95026,3439,,,100302,737,5,5,9219,,3151,280,2680,0,0,2680,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2021-03-02,F7,530182,3312,104548,807,525253,3312,104523,807,4929,0,25,0,104548,807,6783,9203,92189,95345,3439,,,101109,764,5,5,9265,,3156,0,2680,0,0,2680,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2021-03-03,F7,533305,3323,105267,721,528376,3323,105242,721,4929,0,25,0,105267,721,7131,8160,93942,97107,3439,,,101828,801,5,5,9317,,3165,180,2860,0,0,2860,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2021-03-04,F7,537024,3519,106110,843,532095,3519,106085,843,4929,0,25,0,106110,843,7559,8659,94275,97451,3439,,,102671,777,5,5,9333,,3176,168,3028,0,0,3028,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2021-03-05,F7,540725,3701,106830,722,535796,3701,106805,722,4929,0,25,0,106830,722,7832,9184,94461,97646,3439,,,103391,809,5,5,9392,,3185,472,3500,0,0,3500,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2021-03-06,F7,543254,2529,107163,333,538325,2529,107138,333,4929,0,25,0,107163,333,7911,9239,94729,97924,3439,,,103724,839,19,19,9429,,3195,0,3500,0,0,3500,8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2021-03-07,F7,544816,1562,107478,316,539887,1562,107453,316,4929,0,25,0,107478,316,8098,8862,95410,98616,3439,,,104039,850,19,19,9461,,3206,46,3546,0,0,3546,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2021-03-08,F7,548210,3394,108349,872,543281,3394,108324,872,4929,0,25,0,108349,872,8461,9299,95822,99050,3439,,,104910,899,19,19,9532,,3228,213,3759,0,0,3759,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2021-03-09,F7,551917,3707,109262,913,546988,3707,109237,913,4929,0,25,0,109262,913,8649,9845,96173,99417,3439,,,105823,917,19,19,9588,,3244,0,3759,0,0,3759,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2021-03-10,F7,555367,3450,110209,947,550438,3450,110184,947,4929,0,25,0,110209,947,9014,10374,96570,99835,3439,,,106770,916,19,19,9606,,3265,200,3959,0,0,3959,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2021-03-11,F7,559021,3654,111076,868,554092,3654,111051,868,4929,0,25,0,111076,868,9328,10871,96925,100205,3439,,,107637,937,19,19,9811,,3280,200,4159,0,0,4159,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2021-03-12,F7,563394,4373,112105,1031,558465,4373,112080,1031,4929,0,25,0,112105,1031,9638,11639,97166,100466,3439,,,108666,995,19,19,10029,,3300,200,4359,0,0,4359,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2021-03-13,F7,566183,2789,112646,541,561254,2789,112621,541,4929,0,25,0,112646,541,9874,11643,97684,101003,3439,,,109207,1015,26,26,10074,,3319,200,4559,0,0,4559,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2021-03-14,F7,567441,1258,112930,284,562512,1258,112905,284,4929,0,25,0,112930,284,9924,11457,98133,101473,3439,,,109491,1097,26,26,10188,,3340,223,4782,0,0,4782,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2021-03-15,F7,571068,3627,113929,999,566139,3627,113904,999,4929,0,25,0,113929,999,10197,11889,98676,102040,3439,,,110490,1139,26,26,10268,,3364,279,5061,0,0,5061,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2021-03-16,F7,575162,4094,115222,1293,570233,4094,115197,1293,4929,0,25,0,115222,1293,10683,12819,99015,102403,3439,,,111783,1179,26,26,10327,,3388,0,5061,0,0,5061,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2021-03-17,F7,578923,3761,116438,1216,573994,3761,116413,1216,4929,0,25,0,116438,1216,11178,13909,99126,102529,3439,,,112999,1238,26,26,10412,,3403,184,5245,0,0,5245,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2021-03-18,F7,582489,3566,117437,999,577560,3566,117412,999,4929,0,25,0,117437,999,11334,14176,99837,103261,3439,,,113998,1268,26,26,10489,,3424,510,5755,0,0,5755,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2021-03-19,F7,587546,5057,118736,1299,582617,5057,118711,1299,4929,0,25,0,118736,1299,11911,15038,100250,103698,3439,,,115297,1333,26,26,10606,,3448,193,5948,0,0,5948,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2021-03-20,F7,590276,2730,119371,642,585347,2730,119346,642,4929,0,25,0,119371,642,12220,15124,100774,104247,3439,,,115932,1370,33,33,10652,,3473,194,6142,0,0,6142,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2021-03-21,F7,591958,1682,119826,457,587029,1682,119801,457,4929,0,25,0,119826,457,12361,14849,101474,104977,3439,,,116387,1383,33,33,10728,,3503,349,6491,0,0,6491,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2021-03-22,F7,595686,3728,120880,1056,590757,3728,120855,1056,4929,0,25,0,120880,1056,12545,15151,102201,105729,3439,,,117441,1461,33,33,10821,,3528,213,6704,2702,2702,9406,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2021-03-23,F7,599782,4096,122227,1347,594853,4096,122202,1347,4929,0,25,0,122227,1347,12979,16030,102652,106197,3439,,,118788,1495,33,33,10889,,3545,180,6884,0,2702,9586,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2021-03-24,F7,603679,3897,123488,1264,598750,3897,123463,1264,4929,0,25,0,123488,1264,13296,16540,103374,106948,3439,,,120049,1515,33,33,10942,,3574,56,6940,0,2702,9642,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2021-03-25,F7,607956,4277,124910,1422,603027,4277,124885,1422,4929,0,25,0,124910,1422,13850,17472,103831,107438,3439,,,121471,1605,33,33,11065,,3607,65,7005,0,2702,9707,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2021-03-26,F7,612694,4738,126230,1320,607765,4738,126205,1320,4929,0,25,0,126230,1320,14139,18243,104345,107987,3439,,,122791,1566,33,33,11106,,3642,0,7005,0,2702,9707,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2021-03-27,F7,615457,2763,126937,708,610528,2763,126912,708,4929,0,25,0,126937,708,14306,18907,104355,108030,3439,,,123498,1613,42,42,11179,,3675,0,7005,0,2702,9707,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2021-03-28,F7,616862,1405,127239,303,611933,1405,127214,303,4929,0,25,0,127239,303,14325,17999,105524,109240,3439,,,123800,1562,42,42,11194,,3716,0,7005,0,2702,9707,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2021-03-29,F7,620810,3948,128511,1272,615881,3948,128486,1272,4929,0,25,0,128511,1272,14598,18370,106392,110141,3439,,,125072,1594,42,42,11270,,3749,0,7005,0,2702,9707,38190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2021-03-30,F7,625255,4445,130022,1511,620326,4445,129997,1511,4929,0,25,0,130022,1511,14816,19262,106979,110760,3439,,,126583,1599,42,42,11335,,3781,0,7005,0,2702,9707,38190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2021-03-31,F7,629233,3978,131420,1402,624304,3978,131395,1402,4929,0,25,0,131420,1402,15002,19870,107740,111550,3439,,,127981,1670,42,42,11440,,3810,730,7735,0,2702,10437,38190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2021-04-01,F7,633407,4174,132740,1320,628478,4174,132715,1320,4929,0,25,0,132740,1320,15323,20683,108197,112057,3439,,,129301,1738,42,42,11546,,3860,663,8398,0,2702,11100,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2021-04-02,F7,638327,4920,134133,1394,633398,4920,134108,1394,4929,0,25,0,134133,1394,15418,21552,108676,112581,3439,,,130694,1701,42,42,11623,,3905,579,8977,0,2702,11679,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2021-04-03,F7,641573,3246,134866,734,636644,3246,134841,734,4929,0,25,0,134866,734,15510,21629,109297,113237,3439,,,131427,1758,50,50,11691,,3940,0,8977,0,2702,11679,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2021-04-04,F7,643004,1431,135167,301,638075,1431,135142,301,4929,0,25,0,135167,301,15354,20802,110388,114365,3439,,,131728,1720,50,50,11707,,3977,0,8977,1711,4413,13390,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2021-04-05,F7,647559,4555,136426,1259,642630,4555,136401,1259,4929,0,25,0,136426,1259,15557,21265,111139,115161,3439,,,132987,1742,50,50,11765,,4022,3075,12052,0,4413,16465,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2021-04-06,F7,651997,4438,137728,1302,647068,4438,137703,1302,4929,0,25,0,137728,1302,15512,21890,111765,115838,3439,,,134289,1736,50,50,11804,,4073,3367,15419,0,4413,19832,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2021-04-07,F7,655924,3927,138891,1163,650995,3927,138866,1163,4929,0,25,0,138891,1163,15411,22164,112619,116727,3439,,,135452,1740,50,50,11844,,4108,0,15419,0,4413,19832,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2021-04-08,F7,660522,4598,140065,1174,655593,4598,140040,1174,4929,0,25,0,140065,1174,15163,22485,113430,117580,3439,,,136626,1708,50,50,11871,,4150,2842,18261,0,4413,22674,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2021-04-09,F7,666091,5569,141157,1092,661162,5569,141132,1092,4929,0,25,0,141157,1092,14935,21542,115433,119615,3439,,,137718,1692,50,50,11928,,4182,3072,21333,0,4413,25746,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2021-04-10,F7,669141,3050,141841,687,664212,3050,141816,687,4929,0,25,0,141841,687,14914,20833,116780,121008,3439,,,138402,1705,48,48,11984,,4228,2687,24020,0,4413,28433,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2021-04-11,F7,670333,1192,142033,193,665404,1192,142008,193,4929,0,25,0,142033,193,14804,19977,117794,122056,3439,,,138594,1742,48,48,12025,,4262,1994,26014,0,4413,30427,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2021-04-12,F7,674378,4045,143162,1129,669449,4045,143137,1129,4929,0,25,0,143162,1129,14661,19927,118946,123235,3439,,,139723,1765,48,48,12084,,4289,0,26014,0,4413,30427,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2021-04-13,F7,677988,3610,144111,949,673059,3610,144086,949,4929,0,25,0,144111,949,14099,20106,119683,124005,3439,,,140672,1766,48,48,12122,,4322,3249,29263,0,4413,33676,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2021-04-14,F7,681272,3284,145001,890,676343,3284,144976,890,4929,0,25,0,145001,890,13587,19937,120707,125064,3439,,,141562,1693,48,48,12158,,4357,2197,31460,0,4413,35873,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2021-04-15,F7,664888,3616,145909,908,659959,3616,145884,908,4929,0,25,0,145909,908,13175,20082,121439,125827,3439,,,142470,1714,48,48,12204,,4388,0,31460,0,4413,35873,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2021-04-16,F7,688876,3988,146730,824,683947,3988,146705,824,4929,0,25,0,146730,824,12605,20190,122121,126540,3439,,,143291,1700,48,48,12228,,4419,7166,38626,0,4413,43039,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2021-04-17,F7,691255,2379,147094,364,686326,2379,147069,364,4929,0,25,0,147094,364,12235,19841,122810,127253,3439,,,143655,1678,64,64,12249,,4443,0,38626,0,4413,43039,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2021-04-18,F7,692096,841,147229,135,687167,841,147204,135,4929,0,25,0,147229,135,12069,19041,123710,128188,3439,,,143790,1725,64,64,12347,,4478,345,38971,2337,6750,45721,58190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
