day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.last14days,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.used.todate,vaccination.delivered.todate,state.recovered.todate,region.lj.todate,region.ce.todate,region.ms.todate,region.nm.todate,region.mb.todate,region.kr.todate,region.sg.todate,region.po.todate,region.za.todate,region.kp.todate,region.ng.todate,region.kk.todate,region.foreign.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate
69,2020-05-05,F6,17203,292,1539,13,17203,292,1539,13,,,,,1539,13,280,394,1057,1145,236,,,1303,,,,357,0,88,,,,,,,,,,,,,,,98,,,,,,98,8,25,99,202,195,243,215,133,158,170,1448,4,10,58,112,109,135,100,61,87,134,810,4,15,41,90,86,108,115,72,71,36,638,,,,,,2,2,13,25,55,97,,,,,,1,0,4,10,41,56,,,,,,1,2,9,15,14,41
70,2020-05-06,F6,17535,332,1572,33,17535,332,1572,33,,,,,1572,33,272,404,1079,1168,237,,,1335,,,,365,0,89,,,,,,,,,,,,,,,99,,,,,,99,8,25,99,202,196,243,215,133,158,170,1449,4,10,58,112,110,135,100,61,87,134,811,4,15,41,90,86,108,115,72,71,36,638,,,,,,2,2,13,26,56,99,,,,,,1,0,4,11,42,58,,,,,,1,2,9,15,14,41
71,2020-05-07,F6,17777,242,1586,14,17777,242,1586,14,,,,,1586,14,260,397,1099,1189,239,,,1347,,,,379,0,90,,,,,,,,,,,,,,,105,,,,,,105,8,26,99,202,196,243,215,133,158,170,1450,4,11,58,112,110,135,100,61,87,134,812,4,15,41,90,86,108,115,72,71,36,638,,,,,,2,2,13,26,56,99,,,,,,1,0,4,11,42,58,,,,,,1,2,9,15,14,41
72,2020-05-08,F6,18188,411,1622,36,18188,411,1622,36,,,,,1622,36,255,419,1112,1203,241,,,1381,,,,390,0,91,,,,,,,,,,,,,,,107,,,,,,107,8,26,99,204,197,243,216,133,158,170,1454,4,11,58,113,110,135,100,61,87,134,813,4,15,41,91,87,108,116,72,71,36,641,,,,,,2,2,13,26,56,99,,,,,,1,0,4,11,42,58,,,,,,1,2,9,15,14,41
73,2020-05-09,F6,18463,275,1642,20,18463,275,1642,20,,,,,1642,20,256,415,1136,1227,241,,,1401,,,,396,0,91,,,,,,,,,,,,,,,108,,,,,,108,8,27,100,204,198,243,216,133,158,170,1457,4,12,59,113,110,135,100,61,87,134,815,4,15,41,91,88,108,116,72,71,36,642,,,,,,2,2,13,26,56,99,,,,,,1,0,4,11,42,58,,,,,,1,2,9,15,14,41
74,2020-05-10,F6,18608,145,1664,22,18608,145,1664,22,,,,,1664,22,265,373,1200,1291,243,,,1421,,,,396,0,91,,,,,,,,,,,,,,,109,,,,,,109,8,27,101,204,200,243,216,133,158,170,1460,4,12,59,113,111,135,100,61,87,134,816,4,15,42,91,89,108,116,72,71,36,644,,,,,,2,2,13,26,56,99,,,,,,1,0,4,11,42,58,,,,,,1,2,9,15,14,41
75,2020-05-11,F6,18797,189,1674,10,18797,189,1674,10,,,,,1674,10,253,377,1205,1297,243,,,1431,,,,399,0,92,,,,,,,,,,,,,,,109,,,,,,109,8,27,101,204,200,243,217,133,158,170,1461,4,12,59,113,111,135,101,61,87,134,817,4,15,42,91,89,108,116,72,71,36,644,,,,,,2,2,14,26,57,101,,,,,,1,0,5,11,43,60,,,,,,1,2,9,15,14,41
76,2020-05-12,F6,19106,309,1694,20,19106,309,1694,20,,,,,1694,20,252,370,1229,1324,243,,,1451,,,,419,0,95,,,,,,,,,,,,,,,109,,,,,,109,8,27,102,204,200,243,218,132,159,170,1463,4,12,60,113,111,135,102,60,87,134,818,4,15,42,91,89,108,116,72,72,36,645,,,,,,2,2,15,26,57,102,,,,,,1,0,5,11,43,60,,,,,,1,2,10,15,14,42
77,2020-05-13,F6,19455,349,1723,29,19455,349,1723,29,,,,,1723,29,258,393,1235,1330,245,,,1478,,,,428,0,95,,,,,,,,,,,,,,,112,,,,,,112,8,27,102,204,201,243,218,132,159,170,1464,4,12,60,113,111,135,102,60,87,134,818,4,15,42,91,90,108,116,72,72,36,646,,,,,,2,2,15,26,58,103,,,,,,1,0,5,11,44,61,,,,,,1,2,10,15,14,42
78,2020-05-14,F6,19915,460,1740,17,19690,235,1739,16,225,225,1,1,1740,17,246,392,1251,1348,245,,,1495,,,,441,0,97,,,,,,,,,,,,,,,114,,,,,,114,8,27,102,204,201,243,219,132,159,170,1465,4,12,60,113,111,135,102,60,87,134,818,4,15,42,91,90,108,117,72,72,36,647,,,,,,2,2,15,26,58,103,,,,,,1,0,5,11,44,61,,,,,,1,2,10,15,14,42
79,2020-05-15,F7,20377,462,1762,22,19981,291,1761,22,396,171,1,0,1762,22,256,397,1267,1365,247,,,1515,,,,445,0,98,,,,,,,,,,,,,,,115,,,,,,115,8,27,102,204,201,243,219,132,159,170,1465,4,12,60,113,111,135,102,60,87,134,818,4,15,42,91,90,108,117,72,72,36,647,,,,,,2,2,15,26,58,103,,,,,,1,0,5,11,44,61,,,,,,1,2,10,15,14,42
80,2020-05-16,F7,20803,426,1792,30,20295,314,1791,30,508,112,1,0,1792,30,281,398,1293,1394,251,,,1541,,,,452,0,101,,,,,,,,,,,,,,,128,,,,,,128,8,27,102,204,202,243,219,132,159,170,1466,4,12,60,113,112,135,102,60,87,134,819,4,15,42,91,90,108,117,72,72,36,647,,,,,,2,2,15,26,58,103,,,,,,1,0,5,11,44,61,,,,,,1,2,10,15,14,42
81,2020-05-17,F7,21089,286,1817,25,20457,162,1816,25,632,124,1,0,1817,25,299,412,1301,1405,251,,,1566,,,,456,0,104,,,,,,,,,,,,,,,131,,,,,,131,8,27,102,204,202,243,219,132,159,170,1466,4,12,60,113,112,135,102,60,87,134,819,4,15,42,91,90,108,117,72,72,36,647,,,,,,2,2,15,26,58,103,,,,,,1,0,5,11,44,61,,,,,,1,2,10,15,14,42
82,2020-05-18,F7,21622,533,1839,22,20787,330,1838,22,835,203,1,0,1839,22,313,382,1351,1457,252,,,1587,,,,469,0,106,,,,,,,,,,,,,,,138,,,,,,138,8,27,103,204,202,243,219,132,159,170,1467,4,12,60,113,112,135,102,60,87,134,819,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,58,103,,,,,,1,0,5,11,44,61,,,,,,1,2,10,15,14,42
83,2020-05-19,F7,22134,512,1858,19,21076,289,1857,19,1058,223,1,0,1858,19,319,381,1367,1477,253,,,1605,,,,477,0,110,,,,,,,,,,,,,,,138,,,,,,138,8,27,103,204,202,243,219,132,159,171,1468,4,12,60,113,112,135,102,60,87,135,820,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,59,104,,,,,,1,0,5,11,45,62,,,,,,1,2,10,15,14,42
84,2020-05-20,F7,22683,549,1898,40,21416,340,1896,39,1267,209,2,1,1898,40,326,409,1378,1489,254,,,1644,,,,488,0,111,,,,,,,,,,,,,,,142,,,,,,142,8,27,103,204,202,243,219,132,159,171,1468,4,12,60,113,112,135,102,60,87,135,820,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,61,106,,,,,,1,0,5,11,47,64,,,,,,1,2,10,15,14,42
85,2020-05-21,F7,23385,702,1921,23,21715,299,1919,23,1670,403,2,0,1921,23,335,422,1387,1499,257,,,1664,,,,501,0,112,,,,,,,,,,,,,,,147,,,,,,147,8,27,103,204,202,243,219,132,159,171,1468,4,12,60,113,112,135,102,60,87,135,820,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,61,106,,,,,,1,0,5,11,47,64,,,,,,1,2,10,15,14,42
86,2020-05-22,F7,24129,744,1941,20,22066,351,1939,20,2063,393,2,0,1941,20,319,417,1411,1524,257,,,1684,,,,505,0,113,,,,,,,,,,,,,,,153,,,,,,153,8,27,103,204,202,243,219,132,159,171,1468,4,12,60,113,112,135,102,60,87,135,820,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,61,106,,,,,,1,0,5,11,47,64,,,,,,1,2,10,15,14,42
87,2020-05-23,F7,24637,508,1978,37,22385,319,1975,36,2252,189,3,1,1978,37,336,443,1422,1535,258,,,1720,,,,512,0,113,,,,,,,,,,,,,,,159,,,,,,159,8,27,103,204,202,243,219,132,159,171,1468,4,12,60,113,112,135,102,60,87,135,820,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,61,106,,,,,,1,0,5,11,47,64,,,,,,1,2,10,15,14,42
88,2020-05-24,F7,24895,258,1999,21,22630,245,1996,21,2265,13,3,0,1999,21,335,447,1439,1552,259,,,1740,,,,519,0,113,,,,,,,,,,,,,,,165,,,,,,165,8,27,103,205,202,243,219,132,159,171,1469,4,12,60,114,112,135,102,60,87,135,821,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,61,106,,,,,,1,0,5,11,47,64,,,,,,1,2,10,15,14,42
89,2020-05-25,F7,25209,314,2014,15,22775,145,2011,15,2434,169,3,0,2014,15,340,445,1453,1569,260,,,1754,,,,523,8,116,,,,,,,,,,,,,,,169,,,,,,169,8,27,103,205,202,243,219,132,159,171,1469,4,12,60,114,112,135,102,60,87,135,821,4,15,43,91,90,108,117,72,72,36,648,,,,,,2,2,15,26,61,106,,,,,,1,0,5,11,47,64,,,,,,1,2,10,15,14,42
90,2020-05-26,F7,25831,622,2039,25,23146,371,2035,24,2685,251,4,1,2039,25,345,450,1470,1589,260,,,1779,,,,540,15,119,,,,,,,,,,,,,,,173,,,,,,173,9,27,103,206,202,243,219,132,159,171,1471,4,12,60,114,112,135,102,60,87,135,821,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,27,61,107,,,,,,1,0,5,11,47,64,,,,,,1,2,10,16,14,43
91,2020-05-27,F7,26391,560,2077,38,23538,392,2073,38,2853,168,4,0,2077,38,354,469,1486,1608,261,,,1816,,,,548,27,122,,,,,,,,,,,,,,,175,,,,,,175,9,27,104,206,203,243,219,132,159,171,1473,4,12,61,114,113,135,102,60,87,135,823,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
92,2020-05-28,F7,27052,661,2129,52,24075,537,2123,50,2977,124,6,2,2129,52,389,487,1516,1642,262,,,1867,,,,557,34,126,,,,,,,,,,,,,,,185,,,,,,185,9,27,104,206,203,243,219,132,159,171,1473,4,12,61,114,113,135,102,60,87,135,823,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
93,2020-05-29,F7,28172,1120,2164,35,24708,633,2157,34,3464,487,7,1,2164,35,402,498,1535,1666,266,,,1898,91,,,564,34,131,,,,,,,,,,,,,,,189,,,,,,189,9,27,104,206,203,243,219,132,159,171,1473,4,12,61,114,113,135,102,60,87,135,823,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
94,2020-05-30,F7,28943,771,2226,62,25258,550,2219,62,3685,221,7,0,2226,62,434,541,1552,1685,266,,,1960,94,,,574,34,133,,,,,,,,,,,,,,,189,,,,,,189,9,27,104,206,203,243,219,132,159,171,1473,4,12,61,114,113,135,102,60,87,135,823,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
95,2020-05-31,F7,29670,727,2315,89,25673,415,2305,86,3997,312,10,3,2315,89,498,606,1569,1709,268,,,2047,90,,,582,45,140,,,,,,,,,,,,,,,196,,,,,,196,9,27,104,206,203,243,219,132,159,171,1473,4,12,61,114,113,135,102,60,87,135,823,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
96,2020-06-01,F7,30555,885,2391,76,26431,758,2381,76,4124,127,10,0,2391,76,552,655,1595,1736,273,,,2118,90,,,587,60,141,,,,,,,,,,,,,,,201,,,,,,201,9,27,104,206,203,245,219,132,159,171,1475,4,12,61,114,113,137,102,60,87,135,825,5,15,43,92,90,108,117,72,72,36,650,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
97,2020-06-02,F7,31529,974,2491,100,27273,842,2479,98,4256,132,12,2,2491,100,633,741,1605,1750,276,,,2215,101,,,597,75,145,,,,,,,,,,,,,,,202,,,,,,202,9,29,104,206,203,245,219,132,159,171,1477,4,13,61,114,113,137,102,60,87,135,826,5,16,43,92,90,108,117,72,72,36,651,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
98,2020-06-03,F7,32482,953,2610,119,28224,951,2598,119,4258,2,12,0,2610,119,712,842,1621,1768,285,,,2325,92,,,642,84,147,,,,,,,,,,,,,,,204,,,,,,204,9,29,104,206,203,245,219,132,159,171,1477,4,13,61,114,113,137,102,60,87,135,826,5,16,43,92,90,108,117,72,72,36,651,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
99,2020-06-04,F7,33754,1272,2790,180,29494,1270,2778,180,4260,2,12,0,2790,180,869,1009,1632,1781,297,,,2493,110,,,647,84,149,,,,,,,,,,,,,,,207,,,,,,207,9,29,104,207,203,246,219,132,159,171,1479,4,13,61,115,113,137,102,60,87,135,827,5,16,43,92,90,109,117,72,72,36,652,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
100,2020-06-05,F7,34839,1085,2914,124,30466,972,2902,124,4373,113,12,0,2914,124,973,1123,1640,1791,309,,,2605,128,,,656,84,151,,,,,,,,,,,,,,,216,,,,,,216,9,30,104,210,203,247,219,132,159,171,1484,4,14,61,116,113,138,102,60,87,135,830,5,16,43,94,90,109,117,72,72,36,654,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
101,2020-06-06,F7,35693,854,3025,111,31217,751,3004,102,4476,103,21,9,3025,111,1047,1225,1647,1800,322,,,2703,146,,,674,89,153,,,,,,,,,,,,,,,223,,,,,,223,9,30,104,211,203,247,219,132,159,171,1485,4,14,61,116,113,138,102,60,87,135,830,5,16,43,95,90,109,117,72,72,36,655,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
102,2020-06-07,F7,36395,702,3152,127,31891,674,3131,127,4504,28,21,0,3152,127,1153,1343,1653,1809,326,,,2826,164,,,682,93,156,,,,,,,,,,,,,,,236,,,,,,236,9,30,104,211,203,247,219,132,159,171,1485,4,14,61,116,113,138,102,60,87,135,830,5,16,43,95,90,109,117,72,72,36,655,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
103,2020-06-08,F7,37382,987,3239,87,32798,907,3218,87,4584,80,21,0,3239,87,1225,1424,1658,1815,329,,,2910,181,7,7,694,93,157,,,,,,,,,,,,,,,244,,,,,,244,9,30,104,211,203,247,220,132,159,171,1486,4,14,61,116,113,138,102,60,87,135,830,5,16,43,95,90,109,118,72,72,36,656,,,,,,2,2,15,28,61,108,,,,,,1,0,5,11,47,64,,,,,,1,2,10,17,14,44
104,2020-06-09,F7,38401,1019,3363,124,33798,1000,3342,124,4603,19,21,0,3363,124,1324,1535,1664,1828,338,,,3025,203,8,8,720,93,164,,,,,,,,,,,,,,,260,,,,,,260,9,30,104,212,204,247,220,132,159,171,1488,4,14,61,117,114,138,102,60,87,135,832,5,16,43,95,90,109,118,72,72,36,656,,,,,,2,2,15,29,61,109,,,,,,1,0,5,12,47,65,,,,,,1,2,10,17,14,44
105,2020-06-10,F7,39372,971,3538,175,34769,971,3517,175,4603,0,21,0,3538,175,1461,1687,1682,1851,354,,,3184,221,10,10,750,108,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2020-06-11,F7,40417,1045,3701,164,35814,1045,3680,164,4603,0,21,0,3701,164,1573,1836,1694,1865,371,,,3330,232,10,10,780,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2020-06-12,F7,41630,1213,3895,196,37027,1213,3874,196,4603,0,21,0,3895,196,1734,2011,1705,1884,381,,,3514,260,,,810,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2020-06-13,F7,42408,778,4057,162,37805,778,4036,162,4603,0,21,0,4057,162,1834,2159,1710,1898,391,,,3666,289,,,840,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2020-06-14,F7,43249,841,4157,103,38523,718,4132,99,4726,123,25,4,4157,103,1848,2241,1723,1916,401,,,3756,318,10,10,870,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2020-06-15,F7,44422,1173,4289,134,39601,1078,4264,134,4821,95,25,0,4289,134,1906,2331,1757,1958,411,,,3878,332,12,12,900,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2020-06-16,F7,45813,1391,4482,193,40992,1391,4457,193,4821,0,25,0,4482,193,1999,2469,1803,2013,421,,,4061,328,7,7,930,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2020-06-17,F7,47161,1348,4664,182,42340,1348,4639,182,4821,0,25,0,4664,182,2062,2612,1836,2052,432,,,4232,337,7,7,960,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2020-06-18,F7,48388,1227,4820,156,43536,1196,4795,156,4852,31,25,0,4820,156,2038,2735,1863,2085,443,,,4377,346,7,7,990,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2020-06-19,F7,49752,1364,5005,185,44823,1287,4980,185,4929,77,25,0,5005,185,2099,2868,1904,2137,454,,,4551,364,5,5,1020,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2020-06-20,F7,50528,776,5106,101,45599,776,5081,101,4929,0,25,0,5106,101,2089,2942,1926,2164,464,,,4642,353,7,7,1052,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2020-06-21,F7,51193,665,5196,90,46264,665,5171,90,4929,0,25,0,5196,90,2052,2975,1974,2221,473,,,4723,378,6,6,1091,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2020-06-22,F7,52556,1363,5311,118,47627,1363,5286,118,4929,0,25,0,5311,118,2083,3012,2048,2299,482,,,4829,388,7,7,1126,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2020-06-23,F7,53764,1208,5445,136,48835,1208,5420,136,4929,0,25,0,5445,136,2095,3095,2091,2350,491,,,4954,359,5,5,1160,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2020-06-24,F7,55043,1279,5595,153,50114,1279,5570,153,4929,0,25,0,5595,153,2073,3164,2166,2431,500,,,5095,393,7,7,1199,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2020-06-25,F7,56117,1074,5758,163,51188,1074,5733,163,4929,0,25,0,5758,163,2072,3284,2206,2474,510,,,5248,425,7,7,1243,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2020-06-26,F7,57203,1086,5906,150,52274,1086,5881,150,4929,0,25,0,5906,150,2026,3393,2236,2513,520,,,5386,403,9,9,1271,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2020-06-27,F7,58073,870,6080,176,53144,870,6055,176,4929,0,25,0,6080,176,2040,3479,2315,2601,529,,,5551,393,9,9,1288,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2020-06-28,F7,58941,868,6209,132,54012,868,6184,132,4929,0,25,0,6209,132,2069,3484,2427,2725,539,,,5670,405,11,11,1319,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2020-06-29,F7,60081,1140,6334,126,55152,1140,6309,126,4929,0,25,0,6334,126,2061,3557,2475,2777,543,,,5791,414,11,11,1354,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2020-06-30,F7,61035,954,6454,120,56106,954,6429,120,4929,0,25,0,6454,120,1988,3550,2598,2904,546,,,5908,411,10,10,1382,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2020-07-01,F7,63383,1653,6625,173,58454,1653,6600,173,4929,0,25,0,6625,173,1979,3556,2748,3069,550,,,6075,407,8,8,1400,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2020-07-02,F7,64873,1454,6790,165,59944,1454,6765,165,4929,0,25,0,6790,165,1988,3583,2876,3204,554,,,6236,422,9,9,1432,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2020-07-03,F7,66133,1296,6937,147,61204,1296,6912,147,4929,0,25,0,6937,147,1950,3611,2987,3321,558,,,6379,419,6,6,1467,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2020-07-04,F7,67165,1032,7046,115,62236,1032,7021,115,4929,0,25,0,7046,115,1964,3678,3027,3368,562,,,6484,423,5,5,1493,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2020-07-05,F7,68059,894,7124,78,63130,894,7099,78,4929,0,25,0,7124,78,1952,3579,3199,3545,566,,,6558,421,3,3,1506,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2020-07-06,F7,69426,1367,7244,120,64497,1367,7219,120,4929,0,25,0,7244,120,1954,3569,3324,3675,566,,,6678,424,3,3,1540,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2020-07-07,F7,71220,1794,7406,163,66291,1794,7381,163,4929,0,25,0,7406,163,1981,3493,3554,3913,578,,,6828,409,3,3,1548,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2020-07-08,F7,72690,1470,7572,168,67761,1470,7547,168,4929,0,25,0,7572,168,1996,3586,3624,3986,583,,,6989,412,4,4,1569,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2020-07-09,F7,74562,1728,7777,205,69633,1728,7752,205,4929,0,25,0,7777,205,2038,3449,3960,4328,589,,,7188,409,4,4,1590,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2020-07-10,F7,76107,1545,7975,199,71178,1545,7950,199,4929,0,25,0,7975,199,2087,3519,4080,4456,595,,,7380,411,2,2,1612,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
